"V639","V640","V641","V642","V643","V644","V645","V646","V647","V648","V649","V650","V651","V652","V653","V654","V655","V656","V657","V658","V659","V660","V661","V662","V663","V664","V665","V666","V667","V668","V669","V673","V680","V683","V684","V685","V686","V687","V688","V689","V690","V691","V692","V693","V694","V695","V696","V697","V698","V699"
"2852",0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2853",1,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,4,2,2,3,3,8,2,2,2,2,2,4,8,3,3,3,3,2,4,2,4,2,4,2,3,2,2,2,3,2,3,1,1
"2854",1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,2,2,1,1,4,2,8,2,2,2,2,2,2,2,2,2,8,8,2,4,2,3,2,5,1,2,4,2,1,2,8,2,4,1,9
"2855",1,2,2,2,3,3,3,3,2,3,2,3,3,2,2,3,3,4,2,3,4,2,4,2,2,2,2,3,4,3,2,4,3,8,4,3,3,3,2,4,2,8,2,3,3,2,3,2,1,1
"2856",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2857",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2858",1,1,3,1,3,3,3,1,1,2,2,2,1,2,4,8,2,4,3,3,8,8,8,8,8,8,2,2,4,2,2,3,2,2,4,3,4,2,3,2,3,5,2,8,3,3,3,3,1,1
"2859",1,2,2,2,2,2,2,1,1,4,2,2,3,2,3,3,3,4,3,3,4,2,2,2,2,2,3,2,3,4,2,3,2,4,2,4,2,3,2,3,2,2,2,3,3,4,3,4,1,1
"2860",1,2,2,2,2,2,2,2,2,3,1,2,3,1,2,4,2,4,1,3,3,2,2,2,2,2,1,2,2,4,2,4,2,3,4,3,3,3,3,2,2,4,2,2,2,8,8,8,1,1
"2861",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2862",1,3,1,1,2,2,2,2,1,3,1,2,3,1,4,2,2,4,2,4,2,1,2,2,1,1,2,8,2,3,2,5,2,2,2,4,2,5,8,2,1,8,2,2,4,2,2,4,1,1
"2863",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2864",1,2,2,2,2,4,3,3,1,4,1,3,2,5,2,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,2,2,4,1,4,3,5,1,2,2,0,2,4,3,2,4,0
"2865",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2866",1,2,3,3,3,2,1,1,1,3,1,1,1,5,4,5,5,2,2,3,2,3,4,2,2,2,2,2,4,3,3,4,4,4,3,3,2,4,2,3,1,3,2,3,3,4,3,3,1,1
"2867",1,2,2,2,2,1,1,1,1,4,4,1,1,1,5,8,5,2,9,8,8,3,3,1,1,8,2,1,4,8,8,3,3,8,8,3,4,5,3,5,2,3,2,2,8,8,8,8,1,1
"2868",1,2,2,2,3,3,2,1,2,4,1,1,2,4,4,5,2,5,4,3,2,2,3,1,2,1,3,8,4,8,2,5,1,5,4,5,2,4,2,2,1,3,2,0,4,2,5,2,4,0
"2869",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,2,2,4,1,3,2,1,2,1,2,2,2,1,5,4,2,1,2,2,4,4,1,1,4,2,1,5,2,4,4,1,1
"2870",1,3,3,3,3,3,3,3,2,3,1,2,3,3,4,5,4,3,4,4,4,8,8,8,2,8,8,8,8,2,8,5,4,4,3,4,2,4,2,3,2,8,2,3,3,4,3,4,1,1
"2871",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2872",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2873",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2874",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2875",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2876",1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,4,4,5,1,1,1,1,2,1,2,1,2,2,2,3,2,1,1,4,3,5,2,4,4,3,1,4,2,1,4,8,8,8,1,1
"2877",1,2,2,2,3,2,3,3,2,4,1,2,3,3,3,5,3,5,2,4,3,1,1,2,3,2,1,2,3,4,2,5,3,4,3,3,2,5,3,3,1,3,2,2,2,4,2,4,1,1
"2878",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2879",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2880",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2881",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2882",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2883",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2884",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2885",1,1,2,2,3,3,2,2,1,3,1,2,3,2,4,2,1,4,3,4,4,2,2,1,2,1,2,2,3,3,2,4,3,2,4,4,2,4,3,2,1,3,2,2,3,4,2,4,1,1
"2886",1,3,1,1,2,2,1,1,1,4,1,8,3,1,5,2,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,5,1,4,4,4,4,2,4,1,2,4,2,2,3,3,3,3,1,1
"2887",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2888",1,2,2,2,2,2,2,3,2,3,2,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,4,4,4,2,4,1,4,2,5,1,1,2,2,9,9,2,9,1,1
"2889",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2890",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2891",1,4,4,2,3,2,8,8,2,4,2,2,3,1,4,4,2,4,8,8,8,1,8,1,1,8,2,8,8,8,8,5,4,2,2,4,2,4,4,2,2,3,2,0,8,8,8,8,4,0
"2892",1,4,2,1,3,1,1,1,1,3,1,1,1,1,2,3,4,4,1,1,1,3,3,2,3,2,1,1,3,1,3,5,2,2,2,2,3,2,4,1,2,4,2,1,2,4,2,4,1,1
"2893",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2894",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2895",1,2,2,2,2,3,2,2,1,3,1,2,2,2,4,1,3,1,1,2,1,2,2,2,2,2,1,1,1,3,2,3,1,1,4,3,3,2,3,1,1,5,2,2,5,5,3,2,1,1
"2896",1,9,9,9,9,9,9,9,9,4,3,4,4,5,1,5,3,3,5,3,2,3,4,4,3,3,3,2,4,4,4,5,5,5,3,5,1,5,2,5,1,1,9,4,5,2,4,2,4,7
"2897",1,1,2,2,3,2,1,2,1,3,2,1,2,2,3,3,2,4,2,3,2,2,3,1,1,1,2,2,3,3,2,5,3,2,4,2,3,2,4,2,2,4,2,2,2,2,1,2,1,1
"2898",1,2,3,8,8,3,2,3,2,4,2,2,3,4,4,4,4,4,4,3,8,2,2,2,1,1,4,1,8,3,2,4,4,4,3,4,2,4,2,4,1,8,2,8,9,9,9,9,1,1
"2899",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2900",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2901",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2902",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2903",1,2,3,2,2,2,2,3,2,8,2,4,3,2,3,2,2,3,8,2,3,3,2,2,2,1,8,8,8,8,8,4,2,3,4,4,3,3,4,8,3,8,2,8,8,8,8,8,1,1
"2904",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2905",1,2,2,2,2,3,2,2,1,3,2,2,2,1,2,3,2,4,3,2,2,2,1,2,2,2,3,2,3,3,2,4,2,3,2,3,2,3,4,3,2,8,2,8,3,2,3,2,1,1
"2906",1,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,3,3,2,3,1,3,3,3,3,1,1,2,3,2,3,3,3,2,4,2,3,3,4,1,2,4,2,2,8,8,8,8,1,1
"2907",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2908",1,3,3,3,3,3,2,2,2,4,2,2,3,3,3,3,3,4,2,3,3,2,2,2,2,2,2,2,3,3,2,4,4,3,2,4,2,4,3,3,2,3,2,2,3,3,4,3,1,1
"2909",1,2,2,2,3,2,2,2,1,1,1,3,4,3,3,5,5,3,2,3,5,3,2,1,2,1,2,2,2,4,4,4,5,8,8,5,2,2,2,8,2,2,8,2,8,3,3,2,1,1
"2910",1,2,2,2,2,3,3,2,1,4,2,3,3,3,3,3,3,2,4,3,3,2,3,1,1,1,3,2,3,3,2,4,3,3,2,3,2,4,2,3,1,2,2,0,3,3,2,4,4,0
"2911",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2912",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2913",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2914",1,2,1,1,1,3,1,1,1,3,1,1,2,2,5,4,2,1,4,5,2,2,2,2,2,2,4,2,3,3,4,4,1,2,4,4,4,2,4,2,2,4,2,2,1,4,2,4,1,1
"2915",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2916",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2917",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2918",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2919",1,2,2,3,3,3,3,2,1,4,1,2,4,3,1,3,2,3,4,3,2,3,3,2,3,2,3,3,4,3,3,5,3,4,2,4,2,4,2,2,2,3,2,4,4,2,4,2,1,7
"2920",1,2,3,3,2,2,2,3,3,2,2,2,3,3,4,4,2,2,2,4,4,3,3,2,3,2,2,2,2,2,3,4,2,2,8,2,8,2,4,8,2,5,2,2,4,4,2,4,1,1
"2921",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2922",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2923",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2924",1,4,2,2,2,3,3,3,1,2,3,1,1,1,4,1,1,4,1,2,1,2,1,4,2,2,1,1,1,1,1,3,1,2,2,2,2,4,1,3,2,5,2,1,2,3,3,4,1,1
"2925",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2926",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2927",1,3,3,1,2,3,1,2,1,4,1,2,4,2,3,8,2,3,3,8,3,1,2,2,2,2,8,2,8,8,8,4,3,3,3,5,2,4,2,3,1,8,2,8,3,2,2,3,4,1
"2928",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2929",1,2,2,2,3,3,3,2,2,1,2,3,3,8,3,8,2,8,2,4,2,2,8,8,8,8,2,2,8,8,2,4,2,2,8,2,2,3,8,2,2,4,2,8,8,8,8,8,1,1
"2930",1,1,1,2,3,1,1,2,1,3,1,1,1,2,3,2,4,2,1,4,2,2,2,2,3,1,1,1,3,3,3,4,4,2,3,2,4,2,3,2,2,4,8,1,2,2,1,3,1,1
"2931",1,2,2,9,3,9,1,2,2,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,4,3,4,4,4,2,5,2,5,4,2,2,8,2,3,3,3,3,3,1,1
"2932",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2933",1,2,2,2,2,3,2,2,1,2,1,1,3,2,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,2,1,3,3,3,2,3,3,3,1,3,1,3,2,2,2,3,2,3,1,1
"2934",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2935",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2936",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2937",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2938",1,2,2,2,2,3,2,2,2,4,1,2,2,1,4,3,3,2,4,4,2,2,3,2,3,2,2,2,2,2,3,5,2,2,2,4,2,4,2,2,2,4,2,2,2,5,2,3,1,1
"2939",1,2,1,2,2,1,1,1,1,1,1,1,1,1,5,3,2,2,2,5,4,1,8,1,1,1,2,8,2,2,3,5,1,2,8,3,3,3,2,8,3,8,8,1,2,3,2,3,1,1
"2940",1,3,1,1,1,4,4,4,1,2,1,4,4,5,2,3,3,2,4,2,2,3,3,2,2,1,1,3,4,4,3,5,5,4,2,2,2,3,1,1,1,2,2,2,2,3,2,3,4,0
"2941",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2942",1,3,1,1,1,1,1,1,1,3,1,1,2,1,2,4,3,5,5,2,1,1,2,2,2,2,3,2,3,2,2,5,2,2,2,3,1,3,3,1,1,2,2,3,4,3,4,3,2,1
"2943",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2944",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2945",1,1,2,2,3,3,2,2,1,4,2,2,3,2,4,4,3,4,3,8,8,2,2,2,2,1,2,2,3,3,8,5,8,8,8,4,2,5,2,8,1,8,2,8,8,8,4,8,1,1
"2946",1,2,3,2,2,3,2,3,2,4,1,2,3,2,2,4,3,5,3,3,1,8,8,8,8,8,2,2,4,4,2,5,4,4,2,4,2,8,2,4,1,3,2,3,4,2,4,2,1,1
"2947",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2948",1,1,2,2,3,2,2,2,2,4,3,3,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,8,8,8,2,2,2,2,4,1,4,3,2,2,2,4,2,8,3,3,8,8,1,1
"2949",1,2,3,2,3,2,2,2,1,2,1,2,3,4,4,4,2,4,2,3,2,3,3,2,2,2,2,2,4,4,2,4,4,2,2,4,2,4,4,2,2,3,2,2,2,4,2,4,1,1
"2950",1,2,3,2,2,3,2,2,1,4,2,1,3,3,3,2,2,4,5,2,2,3,2,2,2,2,3,8,8,3,2,5,4,4,2,4,3,4,2,4,1,2,2,2,2,3,2,4,1,1
"2951",1,2,2,2,3,3,2,3,1,2,1,2,4,2,5,5,2,5,3,4,4,1,2,1,1,1,2,2,3,2,2,4,2,3,2,4,2,4,4,4,1,3,2,2,4,4,4,2,1,1
"2952",1,3,2,2,1,1,1,2,1,1,1,1,2,2,5,2,1,4,1,4,4,1,1,1,2,1,1,1,2,2,2,4,2,2,2,4,2,2,2,4,2,3,2,2,2,4,2,2,1,1
"2953",1,2,2,2,2,2,3,2,1,4,2,2,3,4,2,4,4,4,3,4,3,2,3,1,2,2,2,2,3,2,3,4,4,4,2,3,2,4,3,4,1,3,2,2,3,4,3,4,1,1
"2954",1,2,2,2,2,1,1,2,1,4,1,1,1,2,1,5,3,8,2,2,5,2,2,1,1,1,2,2,4,2,8,5,3,5,2,4,2,5,1,5,1,2,2,2,5,1,5,1,1,1
"2955",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2956",1,3,1,2,1,1,1,1,1,3,2,2,4,2,2,4,4,4,3,2,2,3,8,2,8,2,8,2,3,4,4,4,4,4,2,4,2,8,9,8,2,8,2,9,4,2,8,4,1,1
"2957",1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,2,1,1
"2958",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2959",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2960",1,4,3,3,3,1,3,1,1,4,1,3,1,5,1,2,3,5,5,1,1,3,3,4,4,2,4,2,2,2,4,2,1,1,3,4,2,1,5,1,1,5,2,4,4,1,5,1,1,7
"2961",1,1,1,1,2,1,1,1,1,3,1,1,1,1,5,1,2,4,2,5,1,2,2,1,2,2,2,8,4,4,2,5,1,1,5,1,3,2,4,1,4,5,3,2,2,3,2,2,1,1
"2962",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2963",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2964",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2965",1,2,3,2,2,3,2,3,1,4,2,2,3,2,3,3,2,4,2,3,8,2,3,2,2,2,2,2,3,3,2,5,4,3,2,4,2,4,2,3,1,3,2,2,3,3,2,3,1,1
"2966",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2967",1,1,2,2,2,1,2,3,2,4,2,2,4,8,2,5,8,5,2,5,5,2,8,2,2,1,8,2,8,4,8,5,5,5,2,5,1,5,1,5,1,8,1,2,5,3,3,3,2,1
"2968",1,2,1,1,1,1,1,3,1,3,1,3,3,3,2,4,5,5,5,2,3,2,2,2,2,1,3,8,2,4,3,5,2,1,5,4,2,2,4,1,1,8,2,3,2,2,2,3,1,1
"2969",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2970",1,3,2,2,3,3,1,4,8,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2,3,2,2,3,3,3,4,3,4,4,2,3,3,2,2,4,5,3,1,3,2,2,2,1,1
"2971",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2972",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2973",1,1,1,2,2,3,2,3,2,4,2,2,2,2,3,4,3,4,2,3,3,3,2,2,3,2,1,1,2,8,3,4,4,2,2,2,3,4,3,2,4,4,3,1,2,3,3,3,1,1
"2974",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2975",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2976",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2977",1,2,2,2,2,3,1,3,1,1,1,2,3,1,4,3,2,5,1,4,4,2,1,2,1,2,1,2,2,3,2,4,3,2,2,4,2,4,2,2,1,4,2,1,2,3,3,4,1,1
"2978",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2979",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2980",1,1,1,2,2,3,3,2,2,4,2,2,2,3,4,3,2,8,1,5,2,2,2,2,2,2,1,1,8,2,2,4,3,1,2,5,2,4,2,1,1,4,2,2,2,2,3,2,1,1
"2981",1,1,2,2,3,1,1,1,1,3,2,2,2,2,3,2,2,3,3,3,2,2,2,2,3,2,2,8,4,2,2,3,2,2,2,3,2,2,2,2,2,5,2,8,3,2,3,2,1,1
"2982",1,1,2,2,2,2,2,3,2,3,1,2,3,4,2,2,2,4,2,4,3,2,2,1,2,2,2,8,8,3,8,5,3,4,2,4,2,4,2,2,2,3,2,8,2,3,2,2,1,1
"2983",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2984",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
